"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xcb568b41f56689bfdf7255032eec8fd6a7873d1d0ea1641abdce67c6711745b0","17480474","1686773579","2023-06-14 20:12:00","0x42d02f4cd48bdac116b7e3a4895f586777948fae","0x54945180db7943c0ed0fee7edab2bd24620256bc","30","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x118d0fc7653523688789641249617d88bc6b5f77f749a70b53d62501fe78d3d4","17480476","1686773603","2023-06-14 20:13:00","0x42d02f4cd48bdac116b7e3a4895f586777948fae","0x54945180db7943c0ed0fee7edab2bd24620256bc","30","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xf0a0b363b89a2ff7e836240498cd9f1da99992a7762b8b964fb85b87752bcc14","17480477","1686773615","2023-06-14 20:13:00","0x42d02f4cd48bdac116b7e3a4895f586777948fae","0x54945180db7943c0ed0fee7edab2bd24620256bc","30","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x0c955fae5e2fe2987078d9643684af08ec81db5b1cdf967f54be3d58cf8b2be0","17480479","1686773639","2023-06-14 20:13:00","0x42d02f4cd48bdac116b7e3a4895f586777948fae","0x54945180db7943c0ed0fee7edab2bd24620256bc","30","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x67760953ed985019f0efdcb624e001ff17d52aed257fea644c34e477f8f0cbe2","17480505","1686773951","2023-06-14 20:19:00","0x65faeb3d0e175f1410caadfb6fdf466bb54f2069","0x54945180db7943c0ed0fee7edab2bd24620256bc","2.502011089","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x2ac009cbc5876da0dc4648e3734ce1c83365e424326be036d730810d0dfd3dc4","17480510","1686774011","2023-06-14 20:20:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xdbcc4adff389badfdde73d5c5093ef544bf3e285d98a5e46dd51b2a824ee01f3","17480517","1686774095","2023-06-14 20:21:00","0xb9d24761ebb3e3a88b8cf20e77f56ccf026a2044","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.001388886","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xb3c0edf82d8605936022be8b6ad05e3e1df94382c045006a62bea8e515061811","17480529","1686774239","2023-06-14 20:23:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x9189513ab9ebeafde2c2a51fe492e4aa66ae47821f45919cea1a77e501bef53e","17480530","1686774251","2023-06-14 20:24:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x40c841bb4de8a0efbfc6bdd39828b963b4ac922116917ae97fbd1b887b23d1f9","17480532","1686774275","2023-06-14 20:24:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x181531e5530ddeb1d9d327217d9c67d668a9e2e561d73cdd13d89f18fee00be2","17480536","1686774323","2023-06-14 20:25:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x187c4f350b5b0e367977d589dbe5f2185431f65494a1a890034864cf2bedc6c3","17480537","1686774335","2023-06-14 20:25:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xf078c698b8acedca69febabeafec2f4c2ad332c970934c7506df029ce1bbc799","17480541","1686774383","2023-06-14 20:26:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x1578baa6c6ec224bf32cf2abddcf0317dbe9a50332e4471e20e0a5f550141663","17480543","1686774407","2023-06-14 20:26:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x2580651f06b79f12422296d520ff2f1eec191d55c13fcc3244941f7aa8cf668b","17480546","1686774443","2023-06-14 20:27:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x01a3ddb3e198fd86042d70cd890c67e8fcd29e3c7b279dad9cab8883f6fc6a86","17480547","1686774455","2023-06-14 20:27:00","0x66c97dc031bb2f6ad421cef7b01de0ca2ae4fe64","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.92932499","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xe3eca7bea65674c3826047c527ae3ce80d5b49021aea370d59fc8cf774e4318b","17480548","1686774467","2023-06-14 20:27:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x67896ea5c602d2d7af35835f32101609327fafc6db7fe9c45d6f1ff90e06f7ed","17480549","1686774479","2023-06-14 20:27:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x424008d83082524fb87b6578bac89857837b6d14cfbafd1426ff27b90f8ee336","17480550","1686774491","2023-06-14 20:28:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x4c245c435e15eecb37cc0828a199f066ad97b9f3a52c871fb7f4198adde82694","17480552","1686774515","2023-06-14 20:28:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xcedc66c41fbaebd6fab2f7aa293c186fc7be83a20f0828617abd31b9ada3682f","17480554","1686774539","2023-06-14 20:28:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x2354ce5b97cff281eb9e087bf91d83374d30649323d1d259f51314b8cd99e38a","17480556","1686774563","2023-06-14 20:29:00","0x80f3dcfce5cbe0873fa40a5e973dc81fec39a59d","0x54945180db7943c0ed0fee7edab2bd24620256bc","4.812896551","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x97dd95c9d3f2e8eab2870a0474c3b2c7035a85a647675dd7044fe1f4d5063927","17480557","1686774575","2023-06-14 20:29:00","0x96efe164a4d243c98bbb25ba93ba06705c4777f9","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x088596c892f23b3c5a1ce8b0f6eedba016eee584533e0b91ed11bd0dda2a7c87","17480560","1686774611","2023-06-14 20:30:00","0x497d32a3f4e9a4aced0a485c905a167b0517fe0d","0x54945180db7943c0ed0fee7edab2bd24620256bc","5.787788664","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xfaaa869e7a0dc02b4e9f6e22ba464e89476c672a92fb5719bc7e59ef6a21635c","17480562","1686774635","2023-06-14 20:30:00","0x0df0c848737cc21fe20f98aff375c1194602d464","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.92038375","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x14d033fb96600e21f45d1fc4ccb5acb0ab2a30328291ffe88b53348c55b74f7c","17480562","1686774635","2023-06-14 20:30:00","0xd61daebc28274d1feaaf51f11179cd264e4105fb","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.100497824","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xe9da984f8f0c9547abe6a30cf5284cba5bb40384141307e8ba1d7c1186c47af9","17480587","1686774935","2023-06-14 20:35:00","0xb75e6a898f4d7dd32efea8d27094432b0f90618d","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.616349896","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x559380d2696911b944e9efb534783118645abf2b1435cd7de13fde5cbbb8fd08","17480594","1686775019","2023-06-14 20:36:00","0x98b69d0b81fb1966ebe0af76789425706e5afe7b","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.317555966","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x5ec58fdb46ef8e15fe6b1661318b64fe2172e04c7119b1263487c1d53fe09e7d","17480597","1686775055","2023-06-14 20:37:00","0x33bfc29c38210bc50025cc09a915183b0d1cf296","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.101040505","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x40e9afd09986836808e6f5a61e76bdbf3f0bbce4c4176fa854f55c2c83984928","17480600","1686775091","2023-06-14 20:38:00","0x28da3dde285d8f1f87b2d858f89961bb8b9af180","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.949832391","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xe10f205a1fafb53773405b36deb1adca2de77312960817a2aa2ea3f32698e301","17480611","1686775223","2023-06-14 20:40:00","0xf9107317b0ff77ed5b7adea15e50514a3564002b","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.663980292","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xc7cecdae739850e88a51170955c0e1ccd026c123abf71b565cfab513e9f46d47","17480613","1686775247","2023-06-14 20:40:00","0xf76432b894e8f44bf154859662f6eba60394d70d","0x54945180db7943c0ed0fee7edab2bd24620256bc","5.285720832","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x5c7cba19ba075996c37e5f9767c421ca1419ffcb0814d3e880819a8a8734a79d","17480619","1686775319","2023-06-14 20:41:00","0xc7f7b7e6a9e9430f03e5d93ff0a0779dce85596f","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.673603306","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x4a12bd37b9beb13e440affe0681fdc07bfff49fd48ccf4692768dde793406679","17480634","1686775499","2023-06-14 20:44:00","0x627c77d1213188f20ba7e591113817fbe1da9015","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.288731945","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xce75a53a5b4df0fb5e2c9450a4e66d5565f8b9f3178c856e3ad2fbbc0a3bd750","17480640","1686775571","2023-06-14 20:46:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xce22c84a8c063733757133cbc448840814232cafb4476d5482fe47b28e2f73c5","17480643","1686775607","2023-06-14 20:46:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xdcc35f1d36cb1a0c825909a192d9dc3ca9868584376155ecce59b67b26739349","17480645","1686775631","2023-06-14 20:47:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xff2709eac4a90eaecae5d4438c208e6b7047f0278d1620cf4736b43d8c25ca75","17480645","1686775631","2023-06-14 20:47:00","0xde6fc665658a784ad072c09dfcb74147958d50c4","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.481040135","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x68439be86ad24d3c1b44c27285c2fdd1f4f552c774415aa47922b0f0a68eb132","17480651","1686775703","2023-06-14 20:48:00","0x29ab02016fd6a2c6fe199f8a2c28c1dd8735dd81","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.393549428","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x1e517c4a0367bf5a091f9c7e31d376d145b7aba6d5df87bbe526e4a97375ddbf","17480670","1686775931","2023-06-14 20:52:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xe1b149e6afad46ef3932062030b67a495d0d049a378ef91eae40bf7d6d208d96","17480673","1686775967","2023-06-14 20:52:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x4b477b150844e36e609e3525b2a0588df5d2bc27dd1bddf6953fbcd24da5a545","17480675","1686775991","2023-06-14 20:53:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x7a01084722e9828ac879cb593507453caca50a1945fe73168528365dd9f57e3f","17480677","1686776015","2023-06-14 20:53:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x27e0234f044cc94b26178dfb5d85498d79fda537b9f9d1de99b4da80d31c8fe5","17480678","1686776027","2023-06-14 20:53:00","0xd37b5db221eec6551b1beab8a4d7bf3a324368c3","0x54945180db7943c0ed0fee7edab2bd24620256bc","1","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x790cefcc24a3cd73a735943d7e805601e0dbc4167e6be01e7a2c993492e53df0","17480679","1686776039","2023-06-14 20:53:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x341f2467c7e3fd59b84098e73392c946d25e442c086b6ddfe139ae7bf7fceb0f","17480681","1686776063","2023-06-14 20:54:00","0x346563d78537987beb25740b6b9aeafe9bae5073","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.202039015","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x16ce1c15a3aafcad48d13219f702d38133ebcfb9246d10d960f5c9f71a715703","17480681","1686776063","2023-06-14 20:54:00","0x29ab02016fd6a2c6fe199f8a2c28c1dd8735dd81","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.454791183","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xe56ef548f92992988d18087f2b3ecbd5794582f1a4d70091b19e4e5d04849cf3","17480687","1686776135","2023-06-14 20:55:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x7b7a328994eab3492f8b87e5e54f9c3adac845e5f796efeccabb99189611474b","17480687","1686776135","2023-06-14 20:55:00","0xc3ca96372f56ab572afb55f7e4d6c589fe9f8c0c","0x54945180db7943c0ed0fee7edab2bd24620256bc","21.11569977","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x0ee5541401c8c68686c9709d88d004cd2fa48f6b97baeafe1430277481e0beb1","17480688","1686776147","2023-06-14 20:55:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xa4fba3a39fe5985c96dcbdb7810cecc8e6b43008413d3dcfa18d41e5656768ef","17480691","1686776183","2023-06-14 20:56:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xebe7bf2c50ec5af8074adf26a093cd3033d92a0c2d5149362219532fc18d5d25","17480695","1686776231","2023-06-14 20:57:00","0x66920bac0431efbcedfe838efa662aecea79b18f","0x54945180db7943c0ed0fee7edab2bd24620256bc","1.737522366","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xd2d5a9f6281d7ad1625da024a8fd267401edf6c8412491ea3b8b350d2d4af3af","17480704","1686776339","2023-06-14 20:58:00","0x7798ba9512b5a684c12e31518923ea4221a41fb9","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.56867342","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xc1ab8d7f9ce479ff3c54885c4ffc4e3113f76ae6bbfd794a0d7f3688494d643a","17480709","1686776399","2023-06-14 20:59:00","0x129ca6c57f3a5eca96e11b58d6e15291feac5c5a","0x54945180db7943c0ed0fee7edab2bd24620256bc","3.3","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xc23c0a0a3fa983dc5fa12034da1c5e3829aaeace30d0f615ae3e5058edcf132e","17480709","1686776399","2023-06-14 20:59:00","0xc5d0ff59ff452668080b1f0385bd90b86195efdd","0x54945180db7943c0ed0fee7edab2bd24620256bc","5.85658397","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x283d37cd048d13f67bc5bb9ded4b6eba128abc42e25370ac1a140c532a09f643","17480728","1686776627","2023-06-14 21:03:00","0x58303040afc8faac4da0bc7bf015e0c1f172b832","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.286101775","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x688a83acab97318f5b39a31d8b21ac27c405f8cbc1cb82bd427a1cd6d7d3e7cc","17480730","1686776651","2023-06-14 21:04:00","0x342898c4a185bad78c453554daabd03b43615a44","0x54945180db7943c0ed0fee7edab2bd24620256bc","3.216714895","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x1c87c2d59a4c9b03dc2427f1c50275796ef8a400839ce9564fea18e93afdbad7","17480738","1686776747","2023-06-14 21:05:00","0x7c451231beb9d8acbcc861cfda185af58731a2b0","0x54945180db7943c0ed0fee7edab2bd24620256bc","2","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xc549e8e72670f5372e50765b499f96342cc277c2706cb7f70204e31c28242037","17480738","1686776747","2023-06-14 21:05:00","0x7fbb00299a988935964d4b7034a0c4ffa5328089","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x95727ff4b7ba8312873633792cd8b03706cb62583bfc73e5620f99d3b3333d6b","17480741","1686776783","2023-06-14 21:06:00","0x7fbb00299a988935964d4b7034a0c4ffa5328089","0x54945180db7943c0ed0fee7edab2bd24620256bc","32","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x2b0455c01f285af4ee11b764188afce2c71222d50d2f4214b7a305b6f38b94de","17480742","1686776807","2023-06-14 21:06:00","0x7fbb00299a988935964d4b7034a0c4ffa5328089","0x54945180db7943c0ed0fee7edab2bd24620256bc","31.95835763","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x4fc095a3591a41dd4d81d787b50e4e58ecde179910bd08fc99f4ce8e3b96c4ab","17480762","1686777047","2023-06-14 21:10:00","0xa449901a029e10696a00ce337d362a988486fae4","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.202071285","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xdcbe5fc06605d1ec7042e35e36a49885d00edf86121cc7bf515064c3c34bcb5d","17480763","1686777059","2023-06-14 21:10:00","0xb3313b023e68cda95d7b625200e1b0fe6335a0c2","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.192448817","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xf7f5c2199af45f1e127a86a8ce47cb4467cfdc66fbb7bcd05d841469181985a8","17480768","1686777119","2023-06-14 21:11:00","0xd7203918fcd614bef7e059813ba61c2432920529","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.962245596","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0xfc4ee4af6f57d32ebd190827c7031b5a6eb2ca8645237802c32838cedab3d75d","17480775","1686777203","2023-06-14 21:13:00","0x4b0ae2036b212a29302835f2f0e89f1e50c4066a","0x54945180db7943c0ed0fee7edab2bd24620256bc","0.384898175","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
"0x4de47383b7468c2f169859bfd464daf9cace074c53b638c1bd00047a0aba6601","17480789","1686777371","2023-06-14 21:16:00","0x4ff9dcdf465e21df8e4c236a09275d3b28ed496c","0x54945180db7943c0ed0fee7edab2bd24620256bc","1","N/A","0xbe9895146f7af43049ca1c1ae358b0541ea49704","Coinbase Wrapped Staked ETH","cbETH"
